id,id_equipo,tipo_equipo,marca,area_hospital,horas_uso,ultimo_mantenimiento,alerta_mantenimiento
3597,EQ-3597,Respirador Artificial,Philips,Hospitalización,872.4029430924624,2026-05-16,Operativo Seguro
3598,EQ-3598,Monitor de Signos Vitales,Philips,UCIs,22.711032097968154,2025-11-30,Operativo Seguro
3599,EQ-3599,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1210.6921769438586,2025-11-13,Operativo Seguro
3600,EQ-3600,Bomba de Infusión,Philips,UCIs,407.9959991676019,2025-08-30,Operativo Seguro
3601,EQ-3601,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1708.2829142014857,2025-08-07,Requiere Mantenimiento Urgente
3602,EQ-3602,Respirador Artificial,GE Healthcare,UCIs,1753.515934177149,2025-10-04,Requiere Mantenimiento Urgente
3603,EQ-3603,Respirador Artificial,Dräger,Urgencias,2368.96709339143,2025-09-10,Requiere Mantenimiento Urgente
3604,EQ-3604,Electrocardiógrafo,GE Healthcare,Quirófanos,117.90703860153184,2025-07-11,Operativo Seguro
3605,EQ-3605,Bomba de Infusión,Philips,Hospitalización,1390.7512039363587,2026-01-05,Operativo Seguro
3606,EQ-3606,Electrocardiógrafo,GE Healthcare,Hospitalización,2427.591089191782,2025-11-26,Requiere Mantenimiento Urgente
3607,EQ-3607,Monitor de Signos Vitales,GE Healthcare,UCIs,1568.1626192772114,2026-06-29,Requiere Mantenimiento Urgente
3608,EQ-3608,Bomba de Infusión,GE Healthcare,Hospitalización,2147.47038444425,2026-04-23,Requiere Mantenimiento Urgente
3609,EQ-3609,Monitor de Signos Vitales,Dräger,UCIs,1112.5280474698939,2026-01-25,Operativo Seguro
3610,EQ-3610,Electrocardiógrafo,Dräger,Urgencias,1780.917593389121,2025-12-28,Requiere Mantenimiento Urgente
3611,EQ-3611,Electrocardiógrafo,GE Healthcare,Hospitalización,1239.642387996834,2025-10-05,Operativo Seguro
3612,EQ-3612,Monitor de Signos Vitales,Philips,Urgencias,2467.3276013709387,2025-12-02,Requiere Mantenimiento Urgente
3613,EQ-3613,Respirador Artificial,Dräger,Urgencias,2336.6596051649317,2025-10-03,Requiere Mantenimiento Urgente
3614,EQ-3614,Monitor de Signos Vitales,GE Healthcare,Hospitalización,828.2114765539425,2025-07-04,Operativo Seguro
3615,EQ-3615,Electrocardiógrafo,Dräger,Urgencias,537.6032590738228,2025-08-20,Operativo Seguro
3616,EQ-3616,Electrocardiógrafo,GE Healthcare,Hospitalización,1143.9781925395225,2026-03-05,Operativo Seguro
3617,EQ-3617,Monitor de Signos Vitales,GE Healthcare,Hospitalización,245.54974281113252,2025-07-29,Operativo Seguro
3618,EQ-3618,Monitor de Signos Vitales,Dräger,Urgencias,909.59603077586,2026-05-29,Operativo Seguro
3619,EQ-3619,Monitor de Signos Vitales,Philips,Urgencias,2470.3145807412793,2025-07-29,Requiere Mantenimiento Urgente
3620,EQ-3620,Bomba de Infusión,Philips,Urgencias,2278.0144871610646,2025-11-10,Requiere Mantenimiento Urgente
3621,EQ-3621,Electrocardiógrafo,Philips,UCIs,1567.2401515029305,2026-02-15,Requiere Mantenimiento Urgente
3622,EQ-3622,Respirador Artificial,Philips,Urgencias,2229.5824624825277,2025-09-21,Requiere Mantenimiento Urgente
3623,EQ-3623,Monitor de Signos Vitales,Philips,Urgencias,2461.679424744379,2025-12-21,Requiere Mantenimiento Urgente
3624,EQ-3624,Bomba de Infusión,GE Healthcare,Hospitalización,1949.272534342439,2025-08-03,Requiere Mantenimiento Urgente
3625,EQ-3625,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1127.9796589535276,2025-12-20,Operativo Seguro
3626,EQ-3626,Bomba de Infusión,Philips,Hospitalización,942.3310046870406,2025-10-25,Operativo Seguro
3627,EQ-3627,Respirador Artificial,Philips,Hospitalización,2142.1881523532056,2026-02-11,Requiere Mantenimiento Urgente
3628,EQ-3628,Electrocardiógrafo,Dräger,UCIs,964.605639146534,2026-02-24,Operativo Seguro
3629,EQ-3629,Electrocardiógrafo,Philips,Hospitalización,410.7528341221431,2026-03-16,Operativo Seguro
3630,EQ-3630,Electrocardiógrafo,GE Healthcare,Urgencias,198.9448489022788,2026-04-24,Operativo Seguro
3631,EQ-3631,Bomba de Infusión,GE Healthcare,UCIs,134.79781799026148,2026-05-25,Operativo Seguro
3632,EQ-3632,Electrocardiógrafo,GE Healthcare,UCIs,943.2584955286358,2026-03-13,Operativo Seguro
3633,EQ-3633,Electrocardiógrafo,Philips,Urgencias,1888.9415217888097,2025-09-24,Requiere Mantenimiento Urgente
3634,EQ-3634,Respirador Artificial,GE Healthcare,Hospitalización,1920.8881581532628,2025-10-19,Requiere Mantenimiento Urgente
3635,EQ-3635,Bomba de Infusión,GE Healthcare,Hospitalización,187.98227703894582,2026-02-18,Operativo Seguro
3636,EQ-3636,Bomba de Infusión,Dräger,UCIs,649.8330974996053,2026-03-07,Operativo Seguro
3637,EQ-3637,Electrocardiógrafo,GE Healthcare,Urgencias,1591.844982037382,2025-12-16,Requiere Mantenimiento Urgente
3638,EQ-3638,Respirador Artificial,GE Healthcare,Hospitalización,372.08909502403327,2026-04-02,Operativo Seguro
3639,EQ-3639,Electrocardiógrafo,Philips,UCIs,1615.255853397559,2026-03-12,Requiere Mantenimiento Urgente
3640,EQ-3640,Respirador Artificial,Philips,Hospitalización,2080.1493925114523,2026-02-18,Requiere Mantenimiento Urgente
3641,EQ-3641,Electrocardiógrafo,GE Healthcare,Hospitalización,1789.0189088672435,2026-02-19,Requiere Mantenimiento Urgente
3642,EQ-3642,Bomba de Infusión,Philips,Quirófanos,1793.004869573832,2026-03-11,Requiere Mantenimiento Urgente
3643,EQ-3643,Electrocardiógrafo,Philips,Hospitalización,437.21659671285465,2026-02-19,Operativo Seguro
3644,EQ-3644,Monitor de Signos Vitales,Dräger,UCIs,1326.1241774021428,2026-05-13,Operativo Seguro
3645,EQ-3645,Electrocardiógrafo,GE Healthcare,Urgencias,532.0095412463785,2025-10-09,Operativo Seguro
3646,EQ-3646,Bomba de Infusión,GE Healthcare,Hospitalización,1600.4358931281467,2025-11-30,Requiere Mantenimiento Urgente
3647,EQ-3647,Electrocardiógrafo,Philips,UCIs,1986.0892308169527,2026-02-06,Requiere Mantenimiento Urgente
3648,EQ-3648,Monitor de Signos Vitales,Dräger,UCIs,1380.86906499996,2025-08-10,Operativo Seguro
3649,EQ-3649,Electrocardiógrafo,GE Healthcare,Urgencias,2394.384624382974,2026-03-19,Requiere Mantenimiento Urgente
3650,EQ-3650,Electrocardiógrafo,Dräger,Urgencias,1646.1766895439496,2025-10-20,Requiere Mantenimiento Urgente
3651,EQ-3651,Respirador Artificial,Dräger,UCIs,963.9688823986422,2025-10-23,Operativo Seguro
3652,EQ-3652,Electrocardiógrafo,Dräger,Hospitalización,1407.510849205159,2026-06-09,Operativo Seguro
3653,EQ-3653,Respirador Artificial,Philips,UCIs,97.72849744171003,2025-12-08,Operativo Seguro
3654,EQ-3654,Bomba de Infusión,Dräger,Urgencias,970.852533607347,2026-04-17,Operativo Seguro
3655,EQ-3655,Bomba de Infusión,Dräger,UCIs,1268.5759972957212,2025-08-23,Operativo Seguro
3656,EQ-3656,Electrocardiógrafo,Philips,Quirófanos,1675.190054807832,2025-09-26,Requiere Mantenimiento Urgente
3657,EQ-3657,Bomba de Infusión,GE Healthcare,Urgencias,2447.950309841716,2026-03-21,Requiere Mantenimiento Urgente
3658,EQ-3658,Electrocardiógrafo,Philips,Quirófanos,1211.734935447512,2025-11-22,Operativo Seguro
3659,EQ-3659,Respirador Artificial,Dräger,UCIs,1157.5253896875065,2025-10-08,Operativo Seguro
3660,EQ-3660,Electrocardiógrafo,Philips,Urgencias,1134.8173841094078,2025-09-03,Operativo Seguro
3661,EQ-3661,Respirador Artificial,GE Healthcare,Urgencias,2457.7110995211747,2026-04-13,Requiere Mantenimiento Urgente
3662,EQ-3662,Respirador Artificial,Philips,Quirófanos,525.5955868899783,2025-07-26,Operativo Seguro
3663,EQ-3663,Electrocardiógrafo,GE Healthcare,Hospitalización,179.71112133806534,2025-10-19,Operativo Seguro
3664,EQ-3664,Bomba de Infusión,Dräger,Urgencias,1119.9786125381945,2025-12-12,Operativo Seguro
3665,EQ-3665,Respirador Artificial,GE Healthcare,UCIs,499.45232620453027,2026-01-29,Operativo Seguro
3666,EQ-3666,Electrocardiógrafo,GE Healthcare,Urgencias,261.51305773380926,2026-06-02,Operativo Seguro
3667,EQ-3667,Respirador Artificial,GE Healthcare,Hospitalización,1339.407279048111,2026-02-02,Operativo Seguro
3668,EQ-3668,Respirador Artificial,GE Healthcare,Urgencias,400.1506411527536,2026-03-20,Operativo Seguro
3669,EQ-3669,Electrocardiógrafo,Philips,Urgencias,448.2429578931363,2026-06-20,Operativo Seguro
3670,EQ-3670,Monitor de Signos Vitales,Philips,Urgencias,254.14412071782937,2025-11-25,Operativo Seguro
3671,EQ-3671,Monitor de Signos Vitales,Dräger,Urgencias,1794.4414802571177,2025-07-03,Requiere Mantenimiento Urgente
3672,EQ-3672,Electrocardiógrafo,Philips,Urgencias,1641.2522943401923,2026-02-05,Requiere Mantenimiento Urgente
3673,EQ-3673,Respirador Artificial,GE Healthcare,UCIs,2254.3989277256183,2025-12-23,Requiere Mantenimiento Urgente
3674,EQ-3674,Bomba de Infusión,GE Healthcare,UCIs,75.99501885068388,2025-09-03,Operativo Seguro
3675,EQ-3675,Bomba de Infusión,GE Healthcare,Urgencias,452.53316001608425,2025-07-12,Operativo Seguro
3676,EQ-3676,Electrocardiógrafo,Dräger,Urgencias,2081.6878610626422,2026-01-11,Requiere Mantenimiento Urgente
3677,EQ-3677,Respirador Artificial,GE Healthcare,Quirófanos,442.2371268119382,2025-10-01,Operativo Seguro
3678,EQ-3678,Respirador Artificial,Philips,Urgencias,1254.0239878420257,2025-10-27,Operativo Seguro
3679,EQ-3679,Electrocardiógrafo,GE Healthcare,UCIs,1395.6485977568777,2026-02-18,Operativo Seguro
3680,EQ-3680,Respirador Artificial,GE Healthcare,UCIs,2128.3058963637,2025-08-30,Requiere Mantenimiento Urgente
3681,EQ-3681,Monitor de Signos Vitales,Dräger,Urgencias,900.1934446698326,2025-09-08,Operativo Seguro
3682,EQ-3682,Electrocardiógrafo,Philips,Hospitalización,1863.9312281429857,2026-06-05,Requiere Mantenimiento Urgente
3683,EQ-3683,Bomba de Infusión,GE Healthcare,Urgencias,790.8515201918292,2026-03-14,Operativo Seguro
3684,EQ-3684,Bomba de Infusión,Philips,Urgencias,2111.8809606521036,2025-07-16,Requiere Mantenimiento Urgente
3685,EQ-3685,Respirador Artificial,Dräger,Urgencias,622.5378890572223,2025-08-13,Operativo Seguro
3686,EQ-3686,Monitor de Signos Vitales,Philips,Hospitalización,2427.860202867151,2026-02-04,Requiere Mantenimiento Urgente
3687,EQ-3687,Monitor de Signos Vitales,GE Healthcare,Urgencias,2259.3165126160884,2025-08-27,Requiere Mantenimiento Urgente
3688,EQ-3688,Electrocardiógrafo,GE Healthcare,Hospitalización,2022.0398028203635,2026-02-10,Requiere Mantenimiento Urgente
3689,EQ-3689,Electrocardiógrafo,Philips,UCIs,1755.2156366160445,2026-04-04,Requiere Mantenimiento Urgente
3690,EQ-3690,Respirador Artificial,Philips,Hospitalización,1804.8822254912907,2025-09-19,Requiere Mantenimiento Urgente
3691,EQ-3691,Electrocardiógrafo,GE Healthcare,Hospitalización,2186.4321574468195,2025-12-31,Requiere Mantenimiento Urgente
3692,EQ-3692,Bomba de Infusión,Dräger,UCIs,1940.810331251253,2025-10-19,Requiere Mantenimiento Urgente
3693,EQ-3693,Monitor de Signos Vitales,Dräger,UCIs,1826.39330887816,2026-04-20,Requiere Mantenimiento Urgente
3694,EQ-3694,Respirador Artificial,Dräger,Urgencias,1042.0034222894062,2025-08-22,Operativo Seguro
3695,EQ-3695,Electrocardiógrafo,Philips,Urgencias,931.5691861922618,2026-04-04,Operativo Seguro
3696,EQ-3696,Respirador Artificial,Dräger,Urgencias,1600.8695438628754,2025-09-01,Requiere Mantenimiento Urgente
3697,EQ-3697,Respirador Artificial,Philips,UCIs,1702.5995408658735,2025-10-02,Requiere Mantenimiento Urgente
3698,EQ-3698,Monitor de Signos Vitales,GE Healthcare,UCIs,284.64830743981236,2025-11-15,Operativo Seguro
3699,EQ-3699,Monitor de Signos Vitales,Philips,Hospitalización,1988.8797481762977,2026-04-12,Requiere Mantenimiento Urgente
3700,EQ-3700,Monitor de Signos Vitales,GE Healthcare,UCIs,2207.774035229206,2026-06-21,Requiere Mantenimiento Urgente
3701,EQ-3701,Respirador Artificial,Dräger,Hospitalización,857.1853434088841,2026-04-23,Operativo Seguro
3702,EQ-3702,Respirador Artificial,Philips,UCIs,576.5201068063872,2025-12-08,Operativo Seguro
3703,EQ-3703,Electrocardiógrafo,GE Healthcare,Hospitalización,568.9787277811955,2026-03-01,Operativo Seguro
3704,EQ-3704,Respirador Artificial,Dräger,Quirófanos,1614.4308069360723,2026-02-06,Requiere Mantenimiento Urgente
3705,EQ-3705,Respirador Artificial,Dräger,UCIs,1361.3388227072228,2025-08-02,Operativo Seguro
3706,EQ-3706,Respirador Artificial,GE Healthcare,Urgencias,2466.948548760918,2025-08-18,Requiere Mantenimiento Urgente
3707,EQ-3707,Monitor de Signos Vitales,GE Healthcare,UCIs,251.6888142920759,2025-08-11,Operativo Seguro
3708,EQ-3708,Electrocardiógrafo,Philips,Urgencias,1698.972567537172,2025-12-25,Requiere Mantenimiento Urgente
3709,EQ-3709,Electrocardiógrafo,GE Healthcare,Urgencias,941.3958778275222,2025-10-07,Operativo Seguro
3710,EQ-3710,Monitor de Signos Vitales,GE Healthcare,Urgencias,1399.4681316172412,2025-12-28,Operativo Seguro
3711,EQ-3711,Respirador Artificial,Philips,Urgencias,490.6402806805271,2026-03-03,Operativo Seguro
3712,EQ-3712,Bomba de Infusión,GE Healthcare,Hospitalización,1021.7377070268974,2026-05-17,Operativo Seguro
3713,EQ-3713,Electrocardiógrafo,Philips,UCIs,721.0864691776214,2026-02-26,Operativo Seguro
3714,EQ-3714,Electrocardiógrafo,Dräger,UCIs,1460.1914945242343,2026-03-01,Operativo Seguro
3715,EQ-3715,Bomba de Infusión,GE Healthcare,Quirófanos,2236.414253314734,2025-10-16,Requiere Mantenimiento Urgente
3716,EQ-3716,Respirador Artificial,GE Healthcare,UCIs,1052.0698792226378,2026-04-10,Operativo Seguro
3717,EQ-3717,Bomba de Infusión,Dräger,UCIs,702.5426887228487,2025-10-04,Operativo Seguro
3718,EQ-3718,Respirador Artificial,GE Healthcare,Urgencias,530.1514689764697,2025-07-04,Operativo Seguro
3719,EQ-3719,Bomba de Infusión,Philips,UCIs,2133.5770598706467,2026-02-04,Requiere Mantenimiento Urgente
3720,EQ-3720,Respirador Artificial,Philips,Hospitalización,1437.7178019314745,2025-07-15,Operativo Seguro
3721,EQ-3721,Bomba de Infusión,GE Healthcare,Hospitalización,1173.5160581420816,2025-08-05,Operativo Seguro
3722,EQ-3722,Respirador Artificial,GE Healthcare,UCIs,2134.631910028203,2026-03-14,Requiere Mantenimiento Urgente
3723,EQ-3723,Monitor de Signos Vitales,Philips,Urgencias,387.34642996109653,2025-10-03,Operativo Seguro
3724,EQ-3724,Monitor de Signos Vitales,Philips,Hospitalización,2314.7161975526697,2025-08-02,Requiere Mantenimiento Urgente
3725,EQ-3725,Electrocardiógrafo,Philips,Urgencias,2491.663032124077,2025-07-07,Requiere Mantenimiento Urgente
3726,EQ-3726,Monitor de Signos Vitales,Dräger,Urgencias,2090.6024590372895,2025-09-17,Requiere Mantenimiento Urgente
3727,EQ-3727,Respirador Artificial,GE Healthcare,Hospitalización,1369.2091415604905,2026-04-16,Operativo Seguro
3728,EQ-3728,Monitor de Signos Vitales,GE Healthcare,UCIs,1986.4148471603983,2026-04-26,Requiere Mantenimiento Urgente
3729,EQ-3729,Electrocardiógrafo,Philips,UCIs,1621.833461904961,2026-03-11,Requiere Mantenimiento Urgente
3730,EQ-3730,Electrocardiógrafo,GE Healthcare,Urgencias,1215.939720998037,2026-02-02,Operativo Seguro
3731,EQ-3731,Electrocardiógrafo,GE Healthcare,UCIs,1361.7259059842302,2025-10-13,Operativo Seguro
3732,EQ-3732,Electrocardiógrafo,Philips,Urgencias,1082.4131800629063,2026-03-14,Operativo Seguro
3733,EQ-3733,Electrocardiógrafo,GE Healthcare,Urgencias,1416.4221075372784,2026-03-17,Operativo Seguro
3734,EQ-3734,Monitor de Signos Vitales,Philips,Hospitalización,1935.6767793828265,2025-09-03,Requiere Mantenimiento Urgente
3735,EQ-3735,Respirador Artificial,Philips,Urgencias,133.57824420000608,2026-04-23,Operativo Seguro
3736,EQ-3736,Respirador Artificial,GE Healthcare,Urgencias,685.809857147803,2026-03-11,Operativo Seguro
3737,EQ-3737,Electrocardiógrafo,GE Healthcare,Hospitalización,181.43070315162686,2025-12-04,Operativo Seguro
3738,EQ-3738,Respirador Artificial,Philips,Hospitalización,2286.3184670656333,2025-08-02,Requiere Mantenimiento Urgente
3739,EQ-3739,Respirador Artificial,Dräger,Urgencias,62.83264392378557,2025-11-30,Operativo Seguro
3740,EQ-3740,Electrocardiógrafo,Philips,Quirófanos,711.0447412884014,2026-01-03,Operativo Seguro
3741,EQ-3741,Electrocardiógrafo,GE Healthcare,Urgencias,319.6128973770657,2025-12-02,Operativo Seguro
3742,EQ-3742,Monitor de Signos Vitales,GE Healthcare,Urgencias,971.3154052289643,2025-09-03,Operativo Seguro
3743,EQ-3743,Respirador Artificial,Dräger,Hospitalización,1333.027306101661,2026-06-21,Operativo Seguro
3744,EQ-3744,Electrocardiógrafo,Philips,UCIs,1379.8698580558544,2026-03-23,Operativo Seguro
3745,EQ-3745,Respirador Artificial,GE Healthcare,Urgencias,322.82869944397885,2026-03-24,Operativo Seguro
3746,EQ-3746,Desfibrilador,GE Healthcare,UCIs,1500.2565155658958,2026-05-10,Requiere Mantenimiento Urgente
3747,EQ-3747,Desfibrilador,GE Healthcare,Hospitalización,496.34608615352295,2025-07-17,Operativo Seguro
3748,EQ-3748,Electrocardiógrafo,Dräger,Hospitalización,114.7240430372265,2025-11-06,Operativo Seguro
3749,EQ-3749,Respirador Artificial,Philips,Urgencias,2485.22001653509,2026-06-06,Requiere Mantenimiento Urgente
3750,EQ-3750,Electrocardiógrafo,Philips,UCIs,2014.877904530058,2026-02-28,Requiere Mantenimiento Urgente
3751,EQ-3751,Bomba de Infusión,GE Healthcare,UCIs,753.9347863321647,2025-11-06,Operativo Seguro
3752,EQ-3752,Respirador Artificial,Dräger,Hospitalización,2038.9029629568277,2026-01-12,Requiere Mantenimiento Urgente
3753,EQ-3753,Bomba de Infusión,Dräger,UCIs,1186.8833708455938,2025-07-12,Operativo Seguro
3754,EQ-3754,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1798.9247830754261,2025-11-02,Requiere Mantenimiento Urgente
3755,EQ-3755,Respirador Artificial,GE Healthcare,UCIs,1807.2821973607092,2026-02-05,Requiere Mantenimiento Urgente
3756,EQ-3756,Respirador Artificial,GE Healthcare,Urgencias,2214.6612927655365,2025-11-29,Requiere Mantenimiento Urgente
3757,EQ-3757,Respirador Artificial,Philips,Urgencias,1662.4960640630327,2026-03-05,Requiere Mantenimiento Urgente
3758,EQ-3758,Monitor de Signos Vitales,GE Healthcare,Hospitalización,50.33633801055121,2026-06-11,Operativo Seguro
3759,EQ-3759,Bomba de Infusión,GE Healthcare,Hospitalización,1004.2008484820872,2025-12-07,Operativo Seguro
3760,EQ-3760,Respirador Artificial,Dräger,Hospitalización,1360.9863795381225,2026-02-17,Operativo Seguro
3761,EQ-3761,Bomba de Infusión,Philips,Urgencias,182.1107396969482,2025-08-07,Operativo Seguro
3762,EQ-3762,Respirador Artificial,Philips,UCIs,499.836510316384,2025-08-03,Operativo Seguro
3763,EQ-3763,Electrocardiógrafo,GE Healthcare,Urgencias,1435.8402054818366,2026-02-11,Operativo Seguro
3764,EQ-3764,Bomba de Infusión,Dräger,UCIs,2072.3427447606828,2026-05-21,Requiere Mantenimiento Urgente
3765,EQ-3765,Electrocardiógrafo,Dräger,UCIs,1791.983310633878,2026-05-01,Requiere Mantenimiento Urgente
3766,EQ-3766,Respirador Artificial,Philips,UCIs,1602.63543958707,2025-12-12,Requiere Mantenimiento Urgente
3767,EQ-3767,Monitor de Signos Vitales,Philips,Quirófanos,915.2866401966919,2026-03-18,Operativo Seguro
3768,EQ-3768,Respirador Artificial,GE Healthcare,Quirófanos,600.5596076058739,2025-12-15,Operativo Seguro
3769,EQ-3769,Bomba de Infusión,GE Healthcare,Urgencias,1133.1413600537262,2026-05-04,Operativo Seguro
3770,EQ-3770,Bomba de Infusión,GE Healthcare,UCIs,141.97586813395586,2025-12-15,Operativo Seguro
3771,EQ-3771,Monitor de Signos Vitales,Philips,Hospitalización,1913.415495767372,2025-11-11,Requiere Mantenimiento Urgente
3772,EQ-3772,Bomba de Infusión,Dräger,Urgencias,1961.518785230043,2026-03-03,Requiere Mantenimiento Urgente
3773,EQ-3773,Monitor de Signos Vitales,GE Healthcare,UCIs,947.9994917408188,2025-09-11,Operativo Seguro
3774,EQ-3774,Electrocardiógrafo,GE Healthcare,Urgencias,1565.2893089323181,2025-07-14,Requiere Mantenimiento Urgente
3775,EQ-3775,Monitor de Signos Vitales,Philips,Urgencias,2238.875947598754,2025-10-12,Requiere Mantenimiento Urgente
3776,EQ-3776,Respirador Artificial,GE Healthcare,Hospitalización,1522.982417607868,2025-07-15,Requiere Mantenimiento Urgente
3777,EQ-3777,Bomba de Infusión,GE Healthcare,Urgencias,1867.9124057406125,2025-12-10,Requiere Mantenimiento Urgente
3778,EQ-3778,Monitor de Signos Vitales,Philips,Urgencias,949.0995154930492,2026-06-12,Operativo Seguro
3779,EQ-3779,Electrocardiógrafo,GE Healthcare,Hospitalización,1881.2497931573328,2025-08-03,Requiere Mantenimiento Urgente
3780,EQ-3780,Bomba de Infusión,Dräger,UCIs,1251.7165268405822,2025-08-02,Operativo Seguro
3781,EQ-3781,Respirador Artificial,GE Healthcare,Urgencias,136.825416582515,2026-03-20,Operativo Seguro
3782,EQ-3782,Electrocardiógrafo,GE Healthcare,Urgencias,2149.1495054048223,2026-06-07,Requiere Mantenimiento Urgente
3783,EQ-3783,Monitor de Signos Vitales,Dräger,Quirófanos,1544.7262086454175,2026-06-20,Requiere Mantenimiento Urgente
3784,EQ-3784,Respirador Artificial,GE Healthcare,Hospitalización,2015.7665700689322,2026-06-15,Requiere Mantenimiento Urgente
3785,EQ-3785,Respirador Artificial,Dräger,Urgencias,2311.4637432759496,2025-09-04,Requiere Mantenimiento Urgente
3786,EQ-3786,Bomba de Infusión,Philips,UCIs,2343.709188401773,2025-08-02,Requiere Mantenimiento Urgente
3787,EQ-3787,Electrocardiógrafo,Dräger,Hospitalización,1837.01362634343,2026-01-12,Requiere Mantenimiento Urgente
3788,EQ-3788,Respirador Artificial,GE Healthcare,Urgencias,2359.819392169624,2026-04-24,Requiere Mantenimiento Urgente
3789,EQ-3789,Bomba de Infusión,GE Healthcare,Hospitalización,1442.768098803778,2025-07-12,Operativo Seguro
3790,EQ-3790,Monitor de Signos Vitales,GE Healthcare,Urgencias,1263.6449087223127,2026-01-14,Operativo Seguro
3791,EQ-3791,Monitor de Signos Vitales,Philips,Urgencias,2006.963394937547,2025-09-01,Requiere Mantenimiento Urgente
3792,EQ-3792,Bomba de Infusión,GE Healthcare,Hospitalización,476.4485733895527,2025-07-06,Operativo Seguro
3793,EQ-3793,Bomba de Infusión,GE Healthcare,Urgencias,2376.5402988918627,2026-01-23,Requiere Mantenimiento Urgente
3794,EQ-3794,Monitor de Signos Vitales,Dräger,Hospitalización,521.2338208274354,2026-04-16,Operativo Seguro
3795,EQ-3795,Electrocardiógrafo,Philips,Urgencias,1162.9512495038678,2026-02-07,Operativo Seguro
3796,EQ-3796,Respirador Artificial,GE Healthcare,Hospitalización,39.679910376052284,2026-06-22,Operativo Seguro
3797,EQ-3797,Monitor de Signos Vitales,GE Healthcare,Urgencias,75.74057991445143,2026-02-18,Operativo Seguro
3798,EQ-3798,Electrocardiógrafo,Philips,Quirófanos,1247.575508983569,2025-11-02,Operativo Seguro
3799,EQ-3799,Monitor de Signos Vitales,Philips,UCIs,1506.358216084816,2026-02-15,Requiere Mantenimiento Urgente
3800,EQ-3800,Respirador Artificial,GE Healthcare,Hospitalización,332.06308856160024,2026-02-18,Operativo Seguro
3801,EQ-3801,Electrocardiógrafo,Dräger,Urgencias,808.2626601772002,2025-08-01,Operativo Seguro
3802,EQ-3802,Respirador Artificial,Philips,Hospitalización,47.030081049826144,2026-02-22,Operativo Seguro
3803,EQ-3803,Respirador Artificial,GE Healthcare,Urgencias,2226.3046837389425,2026-03-03,Requiere Mantenimiento Urgente
3804,EQ-3804,Respirador Artificial,Philips,Urgencias,108.64757253733731,2026-06-15,Operativo Seguro
3805,EQ-3805,Monitor de Signos Vitales,Dräger,Urgencias,916.7951294705948,2026-06-29,Operativo Seguro
3806,EQ-3806,Respirador Artificial,Philips,Urgencias,97.32207592890701,2026-04-23,Operativo Seguro
3807,EQ-3807,Bomba de Infusión,Dräger,Hospitalización,1325.9066200884783,2025-08-13,Operativo Seguro
3808,EQ-3808,Respirador Artificial,Dräger,Urgencias,2339.473958843901,2025-11-03,Requiere Mantenimiento Urgente
3809,EQ-3809,Respirador Artificial,Philips,Hospitalización,1420.675669660078,2025-12-25,Operativo Seguro
3810,EQ-3810,Desfibrilador,GE Healthcare,UCIs,268.00957686513556,2025-09-06,Operativo Seguro
3811,EQ-3811,Bomba de Infusión,Philips,Hospitalización,289.74522224641254,2026-02-20,Operativo Seguro
3812,EQ-3812,Bomba de Infusión,Dräger,UCIs,231.40265949660233,2026-01-07,Operativo Seguro
3813,EQ-3813,Respirador Artificial,GE Healthcare,Urgencias,1079.3916572823587,2026-01-23,Operativo Seguro
3814,EQ-3814,Respirador Artificial,Philips,Hospitalización,55.74016424774453,2026-01-10,Operativo Seguro
3815,EQ-3815,Respirador Artificial,Philips,Hospitalización,2335.798775568717,2026-01-30,Requiere Mantenimiento Urgente
3816,EQ-3816,Respirador Artificial,GE Healthcare,Urgencias,1976.0031873117496,2026-03-04,Requiere Mantenimiento Urgente
3817,EQ-3817,Monitor de Signos Vitales,Dräger,UCIs,45.401254014787455,2026-04-03,Operativo Seguro
3818,EQ-3818,Monitor de Signos Vitales,Philips,Hospitalización,1339.7048108592232,2025-10-04,Operativo Seguro
3819,EQ-3819,Electrocardiógrafo,GE Healthcare,Hospitalización,169.61446995071904,2026-05-25,Operativo Seguro
3820,EQ-3820,Electrocardiógrafo,Philips,UCIs,1374.9428458642553,2026-02-16,Operativo Seguro
3821,EQ-3821,Electrocardiógrafo,GE Healthcare,UCIs,1777.4569467717552,2025-12-23,Requiere Mantenimiento Urgente
3822,EQ-3822,Bomba de Infusión,Philips,Urgencias,702.1158683872034,2026-03-15,Operativo Seguro
3823,EQ-3823,Bomba de Infusión,GE Healthcare,Hospitalización,811.1851135213005,2025-07-02,Operativo Seguro
3824,EQ-3824,Bomba de Infusión,Philips,UCIs,744.3196706985433,2026-03-12,Operativo Seguro
3825,EQ-3825,Bomba de Infusión,GE Healthcare,Urgencias,880.7780778708371,2026-02-04,Operativo Seguro
3826,EQ-3826,Bomba de Infusión,Philips,Urgencias,269.78953410760926,2025-11-13,Operativo Seguro
3827,EQ-3827,Electrocardiógrafo,Philips,UCIs,2068.177505960477,2026-05-03,Requiere Mantenimiento Urgente
3828,EQ-3828,Desfibrilador,Dräger,Urgencias,1889.5921173775687,2025-10-10,Requiere Mantenimiento Urgente
